7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.30963886017	291497.30963886017
7369	4866	18000.0	0.0	18000.0
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.30963886017	291497.30963886017
7253	4700	58000.0	233497.30963886017	291497.30963886017
7028	4425	134000.0	233497.30963886017	367497.30963886017
7028	4425	134000.0	233497.30963886017	367497.30963886017
7548	4435	244000.0	233497.30963886017	477497.30963886017
7548	4435	244000.0	233497.30963886017	477497.30963886017
8977	3857	385000.0	233497.30963886017	618497.3096388602
8977	3857	385000.0	233497.30963886017	618497.3096388602
9830	3142	501000.0	233497.30963886017	734497.3096388602
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	131979.02530745816	189979.02530745816
7028	4425	134000.0	131979.02530745816	265979.0253074581
7548	4435	244000.0	131979.02530745816	375979.0253074581
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.30963886017	291497.30963886017
7028	4425	134000.0	233497.30963886017	367497.30963886017
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.30963886017	291497.30963886017
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.30963886017	291497.30963886017
7028	4425	134000.0	233497.30963886017	367497.30963886017
7548	4435	244000.0	233497.30963886017	477497.30963886017
8977	3857	385000.0	233497.30963886017	618497.3096388602
9830	3142	501000.0	233497.30963886017	734497.3096388602
