7949	5700	9457000.0
7943	5687	9458000.0
7100	4964	9820000.0
7097	4957	9821000.0
7024	4420	9953000.0
7024	4411	9954000.0
7024	4405	9955000.0
6495	4960	1.0075E7
6495	4971	1.0076E7
6494	4979	1.0077E7
6223	5741	104000.0
6237	5742	105000.0
7028	4428	764000.0
7027	4419	765000.0
6223	5741	104000.0
6237	5742	105000.0
7028	4428	764000.0
7027	4419	765000.0
7546	4433	1230000.0
7556	4443	1231000.0
7566	4453	1232000.0
8972	3859	1453000.0
8985	3853	1454000.0
8998	3847	1455000.0
10014	3301	1622000.0
10028	3296	1623000.0
10041	3292	1624000.0
10054	3286	1625000.0
10139	3202	1659000.0
10149	3192	1660000.0
10162	3185	1661000.0
11291	3414	1811000.0
11295	3416	1812000.0
11296	3416	1813000.0
11296	3416	1814000.0
9689	4050	2143000.0
9676	4055	2144000.0
9662	4059	2145000.0
8465	4429	2311000.0
8453	4431	2312000.0
8439	4434	2313000.0
7047	4240	2725000.0
7034	4245	2726000.0
7020	4249	2727000.0
7299	4752	2909000.0
7305	4758	2910000.0
7308	4763	2911000.0
7310	4766	2912000.0
6223	5741	104000.0
6237	5742	105000.0
6223	5741	104000.0
6237	5742	105000.0
6223	5741	104000.0
6237	5742	105000.0
7028	4428	764000.0
7027	4419	765000.0
7546	4433	1230000.0
7556	4443	1231000.0
7566	4453	1232000.0
8972	3859	1453000.0
8985	3853	1454000.0
8998	3847	1455000.0
10014	3301	1622000.0
10028	3296	1623000.0
10041	3292	1624000.0
10054	3286	1625000.0
10139	3202	1659000.0
10149	3192	1660000.0
10162	3185	1661000.0
11291	3414	1811000.0
11295	3416	1812000.0
11296	3416	1813000.0
11296	3416	1814000.0
9689	4050	2143000.0
9676	4055	2144000.0
9662	4059	2145000.0
8465	4429	2311000.0
8453	4431	2312000.0
8439	4434	2313000.0
7047	4240	2725000.0
7034	4245	2726000.0
7020	4249	2727000.0
7299	4752	2909000.0
7305	4758	2910000.0
7308	4763	2911000.0
7310	4766	2912000.0
7253	4700	58000.0
7240	4694	59000.0
7028	4425	134000.0
7027	4416	135000.0
7548	4435	244000.0
7558	4445	245000.0
7568	4455	246000.0
8977	3857	385000.0
8990	3851	386000.0
9003	3845	387000.0
9812	3160	222000.0
9801	3174	223000.0
9788	3190	224000.0
9812	3160	222000.0
9801	3174	223000.0
9788	3190	224000.0
9329	3640	296000.0
9317	3649	297000.0
9329	3640	296000.0
9317	3649	297000.0
8370	4184	368000.0
8361	4197	369000.0
8352	4210	370000.0
8370	4184	368000.0
8361	4197	369000.0
8352	4210	370000.0
7066	4289	555000.0
7051	4293	556000.0
7036	4297	557000.0
7021	4302	558000.0
9812	3160	222000.0
9801	3174	223000.0
9788	3190	224000.0
9329	3640	296000.0
9317	3649	297000.0
9812	3160	222000.0
9812	3160	222000.0
9801	3174	223000.0
9788	3190	224000.0
9329	3640	296000.0
9317	3649	297000.0
8370	4184	368000.0
8361	4197	369000.0
8352	4210	370000.0
7066	4289	555000.0
7051	4293	556000.0
7036	4297	557000.0
7021	4302	558000.0
