0	7958	5719	4	8	ServerCloudlet77	ServerCloudlet76	9456000.0	97750.11498193609	9553750.114981936
0	7025	4447	3	14	ServerCloudlet76	ServerCloudlet63	9952000.0	101598.80469292309	1.0053598804692924E7
0	6194	5740	1	14	ServerCloudlet28	ServerCloudlet34	103000.0	99487.98160905494	202487.98160905496
0	7029	4455	3	14	ServerCloudlet34	ServerCloudlet33	763000.0	99875.77748465342	862875.7774846534
0	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	130694.05877803912	200694.05877803912
0	6976	4596	3	4	ServerCloudlet64	ServerCloudlet63	673000.0	125741.41432528086	798741.4143252808
0	7421	4293	8	14	ServerCloudlet63	ServerCloudlet75	1217000.0	130159.6889308735	1347159.6889308735
0	9830	3368	2	14	ServerCloudlet75	ServerCloudlet86	1609000.0	131942.0166636262	1740942.0166636263
0	9865	3992	5	14	ServerCloudlet86	ServerCloudlet87	2131000.0	128659.3652373632	2259659.365237363
0	7216	4166	6	14	ServerCloudlet87	ServerCloudlet74	2713000.0	124935.1044552683	2837935.1044552685
0	7416	5631	8	14	ServerCloudlet74	ServerCloudlet76	3115000.0	124092.97802924455	3239092.9780292446
0	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	130694.05877803912	200694.05877803912
0	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	130694.05877803912	200694.05877803912
0	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	130694.05877803912	200694.05877803912
0	6976	4596	3	4	ServerCloudlet64	ServerCloudlet63	673000.0	125741.41432528086	798741.4143252808
0	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	130694.05877803912	200694.05877803912
0	6976	4596	3	4	ServerCloudlet64	ServerCloudlet63	673000.0	125741.41432528086	798741.4143252808
0	7421	4293	8	14	ServerCloudlet63	ServerCloudlet75	1217000.0	130159.6889308735	1347159.6889308735
0	9830	3368	2	14	ServerCloudlet75	ServerCloudlet86	1609000.0	131942.0166636262	1740942.0166636263
0	9865	3992	5	14	ServerCloudlet86	ServerCloudlet87	2131000.0	128659.3652373632	2259659.365237363
0	7216	4166	6	14	ServerCloudlet87	ServerCloudlet74	2713000.0	124935.1044552683	2837935.1044552685
0	7416	5631	8	14	ServerCloudlet74	ServerCloudlet76	3115000.0	124092.97802924455	3239092.9780292446
0	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	130694.05877803912	200694.05877803912
0	7364	4852	3	14	ServerCloudlet76	ServerCloudlet64	20000.0	131980.2495725353	151980.2495725353
0	7364	4852	3	14	ServerCloudlet76	ServerCloudlet64	20000.0	131980.2495725353	151980.2495725353
0	7364	4852	3	14	ServerCloudlet76	ServerCloudlet64	20000.0	131980.2495725353	151980.2495725353
0	7364	4852	3	14	ServerCloudlet76	ServerCloudlet64	20000.0	131980.2495725353	151980.2495725353
0	9907	2985	7	18	ServerCloudlet98	ServerCloudlet86	212000.0	235212.62412133729	447212.6241213373
0	9907	2985	7	18	ServerCloudlet98	ServerCloudlet86	212000.0	235212.62412133729	447212.6241213373
0	9907	2985	7	18	ServerCloudlet98	ServerCloudlet86	212000.0	132949.0307921451	344949.03079214506
0	9907	2985	7	18	ServerCloudlet98	ServerCloudlet86	212000.0	235212.62412133729	447212.6241213373
0	9907	2985	7	18	ServerCloudlet98	ServerCloudlet86	212000.0	235212.62412133729	447212.6241213373
