7369	4866	18000.0	0.0	18000.0
7369	4866	18000.0	0.0	18000.0
7369	4866	18000.0	0.0	18000.0
7028	4425	134000.0	233497.31406454975	367497.31406454975
7028	4425	134000.0	233497.31406454975	367497.31406454975
7548	4435	244000.0	233497.31406454975	477497.31406454975
7548	4435	244000.0	233497.31406454975	477497.31406454975
8977	3857	385000.0	233497.31406454975	618497.3140645497
8977	3857	385000.0	233497.31406454975	618497.3140645497
9830	3142	501000.0	233497.31406454975	734497.3140645497
7369	4866	18000.0	0.0	18000.0
7028	4425	134000.0	131979.02973314773	265979.0297331477
7548	4435	244000.0	131979.02973314773	375979.0297331477
7369	4866	18000.0	0.0	18000.0
7028	4425	134000.0	233497.31406454975	367497.31406454975
7369	4866	18000.0	0.0	18000.0
7369	4866	18000.0	0.0	18000.0
7028	4425	134000.0	233497.31406454975	367497.31406454975
7548	4435	244000.0	233497.31406454975	477497.31406454975
8977	3857	385000.0	233497.31406454975	618497.3140645497
9830	3142	501000.0	233497.31406454975	734497.3140645497
