5781	5705	22000.0	0.0	22000.0
6223	5741	104000.0	231222.48229503972	335222.4822950397
10139	3202	1661000.0	234312.19946517993	1895312.1994651798
5781	5705	22000.0	0.0	22000.0
7028	4428	766000.0	222461.71760229496	988461.717602295
7546	4433	1232000.0	219357.39994222866	1451357.3999422286
10139	3202	1661000.0	219357.39994222866	1880357.3999422286
11291	3414	1813000.0	214773.50428632277	2027773.5042863227
5781	5705	22000.0	0.0	22000.0
6223	5741	104000.0	231222.58518487556	335222.5851848755
8972	3859	1455000.0	219357.8997400497	1674357.8997400496
10014	3301	1624000.0	219357.8997400497	1843357.8997400496
10139	3202	1661000.0	219357.8997400497	1880357.8997400496
8465	4429	2313000.0	220901.44213956423	2533901.442139564
7047	4240	2727000.0	220901.44213956423	2947901.442139564
7299	4752	2911000.0	214773.91429473407	3125773.914294734
5781	5705	22000.0	0.0	22000.0
6223	5741	104000.0	231222.40498102052	335222.4049810205
7028	4428	766000.0	222461.30213488368	988461.3021348837
8972	3859	1455000.0	219357.42719824062	1674357.4271982405
8465	4429	2313000.0	230262.83140671032	2543262.83140671
7047	4240	2727000.0	230262.83140671032	2957262.83140671
7299	4752	2911000.0	223924.59518217933	3134924.5951821795
5781	5705	22000.0	0.0	22000.0
6223	5741	104000.0	231221.81503984673	335221.8150398467
7546	4433	1232000.0	219356.92297223498	1451356.922972235
5781	5705	22000.0	0.0	22000.0
6223	5741	104000.0	231221.81503984673	335221.8150398467
7546	4433	1232000.0	219356.92297223498	1451356.922972235
10014	3301	1624000.0	219356.92297223498	1843356.922972235
10139	3202	1661000.0	219356.92297223498	1880356.922972235
11291	3414	1813000.0	229218.41477201207	2042218.414772012
5781	5705	22000.0	0.0	22000.0
6223	5741	104000.0	231222.48229503972	335222.4822950397
10139	3202	1661000.0	234312.19946517993	1895312.1994651798
7459	5746	22000.0	0.0	22000.0
7256	4702	268000.0	131980.2230818833	399980.2230818833
7551	4438	529000.0	131980.2230818833	660980.2230818833
10305	3866	1137000.0	125822.74662330216	1262822.746623302
10231	3141	1531000.0	124935.08292857843	1655935.0829285784
9935	3307	1581000.0	124935.08292857843	1705935.0829285784
7055	4907	2455000.0	127847.78585396189	2582847.785853962
7459	5746	22000.0	0.0	22000.0
7256	4702	268000.0	233498.50741328532	501498.5074132853
7551	4438	529000.0	233498.50741328532	762498.5074132853
10305	3866	1137000.0	222542.65275131314	1359542.652751313
10231	3141	1531000.0	220976.59472530812	1751976.594725308
9935	3307	1581000.0	220976.59472530812	1801976.594725308
7055	4907	2455000.0	219582.09893106375	2674582.098931064
7459	5746	22000.0	0.0	22000.0
7256	4702	268000.0	233498.50741328532	501498.5074132853
7551	4438	529000.0	233498.50741328532	762498.5074132853
10305	3866	1137000.0	222542.65275131314	1359542.652751313
10231	3141	1531000.0	220976.5951970677	1751976.5951970676
9935	3307	1581000.0	220976.5951970677	1801976.5951970676
7055	4907	2455000.0	226014.7400730383	2681014.7400730383
7459	5746	22000.0	0.0	22000.0
7256	4702	268000.0	233498.50741328532	501498.5074132853
7551	4438	529000.0	233498.50741328532	762498.5074132853
10305	3866	1137000.0	222542.65275131314	1359542.652751313
10231	3141	1531000.0	220976.5951970677	1751976.5951970676
9935	3307	1581000.0	220976.5951970677	1801976.5951970676
7055	4907	2455000.0	234310.94348507407	2689310.943485074
7459	5746	22000.0	0.0	22000.0
7256	4702	268000.0	233498.50741328532	501498.5074132853
7551	4438	529000.0	233498.50741328532	762498.5074132853
10305	3866	1137000.0	222542.65275131314	1359542.652751313
10231	3141	1531000.0	220976.5951970677	1751976.5951970676
9935	3307	1581000.0	220976.5951970677	1801976.5951970676
7055	4907	2455000.0	226014.7400730383	2681014.7400730383
7459	5746	22000.0	0.0	22000.0
7256	4702	268000.0	233498.50741328532	501498.5074132853
7551	4438	529000.0	233498.50741328532	762498.5074132853
10305	3866	1137000.0	222542.65275131314	1359542.652751313
10231	3141	1531000.0	220976.5951970677	1751976.5951970676
9935	3307	1581000.0	220976.5951970677	1801976.5951970676
7055	4907	2455000.0	226014.7400730383	2681014.7400730383
7459	5746	22000.0	0.0	22000.0
7256	4702	268000.0	233498.50741328532	501498.5074132853
7551	4438	529000.0	233498.50741328532	762498.5074132853
10305	3866	1137000.0	222542.65275131314	1359542.652751313
10231	3141	1531000.0	220976.5951970677	1751976.5951970676
9935	3307	1581000.0	220976.5951970677	1801976.5951970676
7055	4907	2455000.0	226014.7400730383	2681014.7400730383
7459	5746	22000.0	0.0	22000.0
7256	4702	268000.0	213194.85054700493	481194.85054700496
7551	4438	529000.0	213194.85054700493	742194.850547005
10305	3866	1137000.0	203198.67152571096	1340198.671525711
10231	3141	1531000.0	201768.29274336988	1732768.29274337
9935	3307	1581000.0	201768.29274336988	1782768.29274337
7055	4907	2455000.0	213943.0161733175	2668943.0161733176
7459	5746	22000.0	0.0	22000.0
7256	4702	268000.0	253802.16427956574	521802.16427956574
7551	4438	529000.0	253802.16427956574	782802.1642795657
10305	3866	1137000.0	241886.63397691536	1378886.6339769154
10231	3141	1531000.0	240184.89765076558	1771184.8976507655
9935	3307	1581000.0	240184.89765076558	1821184.8976507655
7055	4907	2455000.0	245648.1309168536	2700648.1309168534
