3	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	231222.48229503972	301222.4822950397
3	6976	4596	3	4	ServerCloudlet64	ServerCloudlet51	674000.0	222461.64774249223	896461.6477424923
3	7421	4293	8	14	ServerCloudlet51	ServerCloudlet62	1219000.0	234312.19946517993	1453312.1994651798
3	11122	3339	1	14	ServerCloudlet62	ServerCloudlet99	1800000.0	229219.03591153843	2029219.0359115384
3	8532	4424	5	14	ServerCloudlet99	ServerCloudlet76	2284000.0	230264.47965347546	2514264.4796534753
3	7075	4698	1	14	ServerCloudlet76	ServerCloudlet77	2895000.0	233578.75967607097	3128578.759676071
3	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	231221.8740389381	301221.8740389381
3	6976	4596	3	4	ServerCloudlet64	ServerCloudlet74	674000.0	222461.71760229496	896461.717602295
3	7421	4293	8	14	ServerCloudlet74	ServerCloudlet88	1219000.0	219357.39994222866	1438357.3999422286
3	11122	3339	1	14	ServerCloudlet88	ServerCloudlet100	1800000.0	214773.50428632277	2014773.5042863227
3	8644	4406	5	14	ServerCloudlet100	ServerCloudlet87	2276000.0	225869.48880504907	2501869.488805049
3	7075	4698	1	14	ServerCloudlet87	ServerCloudlet51	2895000.0	221049.9570092782	3116049.9570092782
3	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	231222.58518487556	301222.5851848755
3	6976	4596	3	4	ServerCloudlet64	ServerCloudlet74	674000.0	222461.76601449875	896461.7660144988
3	7421	4293	8	14	ServerCloudlet74	ServerCloudlet88	1219000.0	219357.8997400497	1438357.8997400496
3	11122	3339	1	14	ServerCloudlet88	ServerCloudlet87	1800000.0	214773.10309461135	2014773.1030946113
3	8644	4406	5	14	ServerCloudlet87	ServerCloudlet88	2276000.0	220901.44213956423	2496901.442139564
3	7075	4698	1	14	ServerCloudlet88	ServerCloudlet77	2895000.0	214773.91429473407	3109773.914294734
3	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	231222.40498102052	301222.4049810205
3	6976	4596	3	4	ServerCloudlet64	ServerCloudlet74	674000.0	222461.30213488368	896461.3021348837
3	7421	4293	8	14	ServerCloudlet74	ServerCloudlet62	1219000.0	219357.42719824062	1438357.4271982405
3	11122	3339	1	14	ServerCloudlet62	ServerCloudlet99	1800000.0	229218.52315519078	2029218.5231551907
3	8532	4424	5	14	ServerCloudlet99	ServerCloudlet65	2284000.0	230262.83140671032	2514262.83140671
3	7075	4698	1	14	ServerCloudlet65	ServerCloudlet77	2895000.0	223924.59518217933	3118924.5951821795
3	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	231221.81503984673	301221.8150398467
3	6976	4596	3	4	ServerCloudlet64	ServerCloudlet74	674000.0	222462.7243064466	896462.7243064466
3	7421	4293	8	14	ServerCloudlet74	ServerCloudlet62	1219000.0	219356.92297223498	1438356.922972235
3	6037	5730	1	14	ServerCloudlet52	ServerCloudlet64	70000.0	231221.81503984673	301221.8150398467
3	6976	4596	3	4	ServerCloudlet64	ServerCloudlet74	674000.0	222462.7243064466	896462.7243064466
3	7421	4293	8	14	ServerCloudlet74	ServerCloudlet62	1219000.0	219356.92297223498	1438356.922972235
3	11122	3339	1	14	ServerCloudlet62	ServerCloudlet99	1800000.0	229218.41477201207	2029218.414772012
3	8532	4424	5	14	ServerCloudlet99	ServerCloudlet100	2284000.0	230264.0426570155	2514264.0426570154
3	7075	4698	1	14	ServerCloudlet100	ServerCloudlet75	2895000.0	226015.30153706158	3121015.3015370616
