Total consumido Coudlets;4.4301015211909775E10
Coudlets averageEnergyHistoryDevice;3.0764593897159564E8
Total consumido AP(AP DEVICES);28800.0
AP DEVICES averageEnergyHistoryDevice;100.0
SmartThing(0) Power;82.44
SmartThing(1) Power;82.44
SmartThing(2) Power;82.44
SmartThing(3) Power;82.44
SmartThing(4) Power;82.44
SmartThing(5) Power;82.44
SmartThing(6) Power;82.44
SmartThing(0) Energy Consumed;3.0049302784301436E8
SmartThing(1) Energy Consumed;5.9105154936552644E7
SmartThing(2) Energy Consumed;5.628665198438254E7
SmartThing(3) Energy Consumed;2.6051888588459903E8
SmartThing(4) Energy Consumed;2.5018843582453415E8
SmartThing(5) Energy Consumed;1.7606873824200976E8
SmartThing(6) Energy Consumed;2.338567577554356E7
VM data transferred in migration;3072.0
getVMTransferredData / CloudSim.clock;8.481501932633904E-4
Device's network usage;3.78879678E8
deviceNetworkUsage / CloudSim.clock;104.60510160132523
Migration' network usage (total);3.350519055861809E10
Migration' network usage (mean);1.9708935622716525E9
getNetWorkUsageInMigration / CloudSim.clock;9250.4667472717
Total network usage;3.388407023661809E10
getNetworkUsage() / CloudSim.clock);9355.071848873024
CloudSim.clock;3622000.0
Total of migrations;17
Total of handoff;46
Different Cloudlets reached along the user's path;46
Average of without connection;1057.7568646769573
Average of without Vm;332948.71295047825
Average of delay after new Connectionl506237.8844861415
Average of Time of Migrations;128188.98903273049
Hightest Time of Migrations;132948.70767611734
Average of Downtime;19228.34835490957
Max Downtime;118610.12884429879
Tuple lost;0.06007568078847338%
Tuple lost;5278
Total tuple;8785585
