Total consumido Coudlets;4.35531797909048E10
Coudlets averageEnergyHistoryDevice;3.0245263743683887E8
Total consumido AP(AP DEVICES);28800.0
AP DEVICES averageEnergyHistoryDevice;100.0
SmartThing(0) Power;82.44
SmartThing(0) Energy Consumed;2.99252314999689E8
VM data transferred in migration;256.0
getVMTransferredData / CloudSim.clock;7.06791827719492E-5
Device's network usage;7.6667982E7
deviceNetworkUsage / CloudSim.clock;21.167305908337934
Migration' network usage (total);2.788157666351008E9
Migration' network usage (mean);2.788157666351008E9
getNetWorkUsageInMigration / CloudSim.clock;769.78400506654
Total network usage;2.864825648351008E9
getNetworkUsage() / CloudSim.clock);790.951310974878
CloudSim.clock;3622000.0
Total of migrations;1
Total of handoff;3
Different Cloudlets reached along the user's path;3
Average of without connection;926.0436862716451
Average of without Vm;325168.6340499534
Average of delay after new Connectionl407335.80523058446
Average of Time of Migrations;130694.05577106436
Hightest Time of Migrations;130694.05577106436
Average of Downtime;19604.108365659653
Max Downtime;19604.108365659653
Tuple lost;0.019251688852739236%
Tuple lost;289
Total tuple;1501167
