Total consumido Coudlets;4.44384308743356E10
Coudlets averageEnergyHistoryDevice;3.0860021440510833E8
Total consumido AP(AP DEVICES);28800.0
AP DEVICES averageEnergyHistoryDevice;100.0
SmartThing(0) Power;82.44
SmartThing(1) Power;82.44
SmartThing(2) Power;82.44
SmartThing(3) Power;82.44
SmartThing(4) Power;82.44
SmartThing(5) Power;82.44
SmartThing(6) Power;82.44
SmartThing(7) Power;82.44
SmartThing(8) Power;82.44
SmartThing(9) Power;82.44
SmartThing(0) Energy Consumed;3.006620913463726E8
SmartThing(1) Energy Consumed;5.914100369883193E7
SmartThing(2) Energy Consumed;5.6127046269927785E7
SmartThing(3) Energy Consumed;2.613084917555487E8
SmartThing(4) Energy Consumed;2.5071188984058207E8
SmartThing(5) Energy Consumed;1.7593636189252937E8
SmartThing(6) Energy Consumed;2.3283860439024307E7
SmartThing(7) Energy Consumed;3.355706185510517E7
SmartThing(8) Energy Consumed;1.537335340445845E8
SmartThing(9) Energy Consumed;1.5887381069964346E8
VM data transferred in migration;3584.0
getVMTransferredData / CloudSim.clock;9.895085588072887E-4
Device's network usage;5.35544538E8
deviceNetworkUsage / CloudSim.clock;147.85879017117614
Migration' network usage (total);3.871169315301531E10
Migration' network usage (mean);2.037457534369227E9
getNetWorkUsageInMigration / CloudSim.clock;10687.93295224056
Total network usage;3.924723769101531E10
getNetworkUsage() / CloudSim.clock);10835.791742411737
CloudSim.clock;3622000.0
Total of migrations;19
Total of handoff;65
Different Cloudlets reached along the user's path;63
Average of without connection;1047.0587696045718
Average of without Vm;427750.9246329412
Average of delay after new Connectionl474069.7699134404
Average of Time of Migrations;228705.43069218993
Hightest Time of Migrations;235213.04046112866
Average of Downtime;11435.271534609496
Max Downtime;92920.95010402756
Tuple lost;0.06146853523499618%
Tuple lost;7635
Total tuple;12420989
