39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
39	7276	4715	7266	4708	7266	4708	12.206555615733702	12.206555615733702	0.0	11
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
81	6194	5740	6208	5741	6208	5741	14.035668847618199	14.035668847618199	0.0	14
