10370	2233	3000.0	0.0	3000.0
9812	3160	222000.0	235213.04046112866	457213.0404611287
9329	3640	296000.0	235213.04046112866	531213.0404611287
7066	4289	555000.0	235213.04046112866	790213.0404611287
7295	4748	657000.0	235213.04046112866	892213.0404611287
10370	2233	3000.0	0.0	3000.0
9812	3160	222000.0	235212.73648741757	457212.7364874176
9329	3640	296000.0	235212.73648741757	531212.7364874176
7066	4289	555000.0	235212.73648741757	790212.7364874176
7295	4748	657000.0	235212.73648741757	892212.7364874176
10370	2233	3000.0	0.0	3000.0
9812	3160	222000.0	235212.30100530953	457212.30100530956
8370	4184	368000.0	235212.30100530953	603212.3010053096
7066	4289	555000.0	235212.30100530953	790212.3010053096
7295	4748	657000.0	235212.30100530953	892212.3010053096
10370	2233	3000.0	0.0	3000.0
8370	4184	368000.0	235212.5858184752	603212.5858184752
7066	4289	555000.0	235212.5858184752	790212.5858184752
7295	4748	657000.0	235212.5858184752	892212.5858184752
10370	2233	3000.0	0.0	3000.0
9329	3640	296000.0	235212.4990455565	531212.4990455565
8370	4184	368000.0	235212.4990455565	603212.4990455565
7066	4289	555000.0	235212.4990455565	790212.4990455565
7295	4748	657000.0	235212.4990455565	892212.4990455565
10370	2233	3000.0	0.0	3000.0
9329	3640	296000.0	235212.4990455565	531212.4990455565
8370	4184	368000.0	235212.4990455565	603212.4990455565
7066	4289	555000.0	235212.4990455565	790212.4990455565
7295	4748	657000.0	235212.4990455565	892212.4990455565
10370	2233	3000.0	0.0	3000.0
9812	3160	222000.0	235213.04046112866	457213.0404611287
9329	3640	296000.0	235213.04046112866	531213.0404611287
7066	4289	555000.0	235213.04046112866	790213.0404611287
7295	4748	657000.0	235213.04046112866	892213.0404611287
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	131979.6309874256	189979.6309874256
7028	4425	134000.0	131979.6309874256	265979.63098742557
7548	4435	244000.0	131979.6309874256	375979.63098742557
9830	3142	501000.0	125893.431529838	626893.431529838
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.9153188276	291497.9153188276
7028	4425	134000.0	233497.9153188276	367497.9153188276
7548	4435	244000.0	233497.9153188276	477497.9153188276
8977	3857	385000.0	233497.9153188276	618497.9153188276
9830	3142	501000.0	233497.9153188276	734497.9153188276
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.9153188276	291497.9153188276
7028	4425	134000.0	233497.9153188276	367497.9153188276
7548	4435	244000.0	233497.9153188276	477497.9153188276
8977	3857	385000.0	233497.9153188276	618497.9153188276
9830	3142	501000.0	222613.33765784898	723613.337657849
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.9153188276	291497.9153188276
7028	4425	134000.0	233497.9153188276	367497.9153188276
7548	4435	244000.0	233497.9153188276	477497.9153188276
8977	3857	385000.0	233497.9153188276	618497.9153188276
9830	3142	501000.0	222613.33765784898	723613.337657849
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.9153188276	291497.9153188276
7028	4425	134000.0	233497.9153188276	367497.9153188276
7548	4435	244000.0	233497.9153188276	477497.9153188276
8977	3857	385000.0	222542.7788734056	607542.7788734057
9830	3142	501000.0	222542.7788734056	723542.7788734057
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.9153188276	291497.9153188276
7028	4425	134000.0	233497.9153188276	367497.9153188276
7548	4435	244000.0	233497.9153188276	477497.9153188276
8977	3857	385000.0	222542.7788734056	607542.7788734057
9830	3142	501000.0	222542.7788734056	723542.7788734057
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	233497.9153188276	291497.9153188276
7028	4425	134000.0	233497.9153188276	367497.9153188276
7548	4435	244000.0	233497.9153188276	477497.9153188276
8977	3857	385000.0	222542.65019183417	607542.6501918342
9830	3142	501000.0	222542.65019183417	723542.6501918342
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	213194.25845254722	271194.25845254725
7028	4425	134000.0	213194.25845254722	347194.25845254725
7548	4435	244000.0	213194.25845254722	457194.25845254725
8977	3857	385000.0	213194.25845254722	598194.2584525472
9830	3142	501000.0	203269.3564322468	704269.3564322467
7369	4866	18000.0	0.0	18000.0
7253	4700	58000.0	253801.57218510803	311801.57218510803
7028	4425	134000.0	253801.57218510803	387801.57218510803
7548	4435	244000.0	253801.57218510803	497801.57218510803
8977	3857	385000.0	241886.65814561883	626886.6581456189
9830	3142	501000.0	241886.65814561883	742886.6581456189
