Total consumido Coudlets;4.37083500750723E10
Coudlets averageEnergyHistoryDevice;3.035302088546688E8
Total consumido AP(AP DEVICES);28800.0
AP DEVICES averageEnergyHistoryDevice;100.0
SmartThing(0) Power;82.44
SmartThing(1) Power;82.44
SmartThing(0) Energy Consumed;2.988897625816803E8
SmartThing(1) Energy Consumed;5.8062372912746996E7
VM data transferred in migration;512.0
getVMTransferredData / CloudSim.clock;1.413583655438984E-4
Device's network usage;1.01655252E8
deviceNetworkUsage / CloudSim.clock;28.06605521811154
Migration' network usage (total);5.4503334014530945E9
Migration' network usage (mean);2.7251667007265472E9
getNetWorkUsageInMigration / CloudSim.clock;1504.7855884740736
Total network usage;5.5519886534530945E9
getNetworkUsage() / CloudSim.clock);1532.851643692185
CloudSim.clock;3622000.0
Total of migrations;2
Total of handoff;8
Different Cloudlets reached along the user's path;7
Average of without connection;1062.7099025845444
Average of without Vm;340795.3791247107
Average of delay after new Connectionl380735.50971469714
Average of Time of Migrations;131821.14550181216
Hightest Time of Migrations;132948.9900921863
Average of Downtime;19773.171825271827
Max Downtime;39546.343650543655
Tuple lost;0.045834836780993704%
Tuple lost;1034
Total tuple;2255926
