8881	3418	40000.0	0.0	40000.0
9474	3043	133000.0	220901.48064421647	353901.48064421647
10262	2359	308000.0	220901.48064421647	528901.4806442165
8881	3418	40000.0	0.0	40000.0
9474	3043	133000.0	220900.5227395796	353900.5227395796
10262	2359	308000.0	220900.5227395796	528900.5227395797
8881	3418	40000.0	0.0	40000.0
9474	3043	133000.0	220901.43742214673	353901.43742214673
10262	2359	308000.0	220901.43742214673	528901.4374221468
8881	3418	40000.0	0.0	40000.0
9474	3043	133000.0	220901.43742214673	353901.43742214673
10262	2359	308000.0	220901.43742214673	528901.4374221468
8881	3418	40000.0	0.0	40000.0
9474	3043	133000.0	220901.48064421647	353901.48064421647
10262	2359	308000.0	220901.48064421647	528901.4806442165
